indent_level,occupation,total_employed_thousands,pct_women,pct_white,pct_black_or_african_american,pct_asian,pct_hispanic_or_latino
2,Fishing and hunting workers,35,-,-,-,-,-
2,Forest and conservation workers,19,-,-,-,-,-
2,Logging workers,46,-,-,-,-,-
1,Construction and extraction occupations,"8,490",4.3,86.6,7.0,1.8,41.7
2,First-line supervisors of construction trades and extraction workers,788,3.7,89.2,5.2,1.3,28.3
2,Boilermakers,13,-,-,-,-,-
2,"Brickmasons, blockmasons, and stonemasons",121,0.0,84.2,9.5,1.0,35.6
2,Carpenters,"1,178",3.1,88.9,5.8,1.1,43.3
2,"Carpet, floor, and tile installers and finishers",105,5.5,86.8,8.7,0.0,55.4
2,"Cement masons, concrete finishers, and terrazzo workers",51,0.0,93.0,2.2,0.0,63.2
2,Construction laborers,"2,382",4.7,86.4,7.3,2.0,55.2
2,Construction equipment operators,404,4.6,86.5,8.3,1.1,21.9
2,"Drywall installers, ceiling tile installers, and tapers",122,1.9,78.6,4.0,0.2,68.5
2,Electricians,"1,063",3.5,82.8,9.3,3.0,25.0
2,Glaziers,32,-,-,-,-,-
2,Insulation workers,48,-,-,-,-,-
2,Painters and paperhangers,485,11.1,87.5,4.7,2.0,58.2
2,Pipelayers,46,-,-,-,-,-
2,"Plumbers, pipefitters, and steamfitters",624,3.1,86.5,7.1,2.8,30.3
2,Plasterers and stucco masons,27,-,-,-,-,-
2,Reinforcing iron and rebar workers,10,-,-,-,-,-
2,Roofers,259,0.9,87.0,4.2,0.4,64.7
2,Sheet metal workers,148,4.9,88.7,7.1,2.3,17.1
2,Structural iron and steel workers,42,-,-,-,-,-
2,Solar photovoltaic installers,22,-,-,-,-,-
2,"Helpers, construction trades",53,6.5,82.5,12.1,0.6,35.2
2,Construction and building inspectors,120,12.6,84.4,10.0,3.7,25.3
2,Elevator and escalator installers and repairers,34,-,-,-,-,-
2,Fence erectors,42,-,-,-,-,-
2,Hazardous materials removal workers,23,-,-,-,-,-
2,Highway maintenance workers,61,6.4,91.2,5.2,0.5,20.0
2,Rail-track laying and maintenance equipment operators,8,-,-,-,-,-
2,Septic tank servicers and sewer pipe cleaners,12,-,-,-,-,-
2,Miscellaneous construction and related workers,19,-,-,-,-,-
2,"Derrick, rotary drill, and service unit operators, oil and gas",21,-,-,-,-,-
2,"Excavating and loading machine and dragline operators, surface mining",4,-,-,-,-,-
2,"Earth drillers, except oil and gas",25,-,-,-,-,-
2,"Explosives workers, ordnance handling experts, and blasters",9,-,-,-,-,-
2,Underground mining machine operators,36,-,-,-,-,-
2,"Roustabouts, oil and gas",8,-,-,-,-,-
2,Other extraction workers,46,-,-,-,-,-
1,"Installation, maintenance, and repair occupations","5,060",4.7,82.4,10.0,3.4,22.2
2,"First-line supervisors of mechanics, installers, and repairers",285,6.1,82.8,7.8,2.7,14.8
2,"Computer, automated teller, and office machine repairers",132,13.7,72.7,13.2,9.8,11.8
2,Radio and telecommunications equipment installers and repairers,140,9.4,75.5,13.5,4.6,21.5
2,Avionics technicians,14,-,-,-,-,-
2,"Electric motor, power tool, and related repairers",25,-,-,-,-,-
2,"Electrical and electronics installers and repairers, transportation equipment",5,-,-,-,-,-
2,"Electrical and electronics repairers, industrial and utility",10,-,-,-,-,-
2,"Electronic equipment installers and repairers, motor vehicles",13,-,-,-,-,-
2,Audiovisual equipment installers and repairers,43,-,-,-,-,-
2,Security and fire alarm systems installers,58,1.2,73.2,14.1,0.0,22.2
2,Aircraft mechanics and service technicians,165,8.1,77.2,9.1,8.4,17.9
2,Automotive body and related repairers,130,4.2,87.0,8.5,1.5,32.5
2,Automotive glass installers and repairers,25,-,-,-,-,-
2,Automotive service technicians and mechanics,901,1.8,81.3,11.2,3.4,27.6
2,Bus and truck mechanics and diesel engine specialists,369,1.8,88.1,7.1,2.2,22.6
2,Heavy vehicle and mobile equipment service technicians and mechanics,168,4.3,89.1,6.5,1.5,16.9
2,Small engine mechanics,41,-,-,-,-,-
2,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",106,5.8,86.8,6.1,1.0,31.3
2,Control and valve installers and repairers,23,-,-,-,-,-
2,"Heating, air conditioning, and refrigeration mechanics and installers",561,2.7,80.9,10.4,4.4,26.7
2,Home appliance repairers,52,6.9,85.3,11.0,2.1,47.2
2,Industrial and refractory machinery mechanics,329,3.3,88.2,5.6,3.9,16.6
2,"Maintenance and repair workers, general",717,5.2,81.0,12.3,3.8,21.1
2,"Maintenance workers, machinery",67,0.6,69.4,14.6,4.5,15.3
2,Millwrights,45,-,-,-,-,-
2,Electrical power-line installers and repairers,144,3.8,84.4,12.4,0.0,18.2
2,Telecommunications line installers and repairers,110,9.6,80.9,13.2,3.2,18.0
2,Precision instrument and equipment repairers,55,16.0,85.9,6.8,4.6,13.6
2,Wind turbine service technicians,9,-,-,-,-,-
2,"Coin, vending, and amusement machine servicers and repairers",39,-,-,-,-,-
2,Commercial divers,1,-,-,-,-,-
2,Locksmiths and safe repairers,36,-,-,-,-,-
2,Manufactured building and mobile home installers,1,-,-,-,-,-
2,Riggers,15,-,-,-,-,-
2,"Helpers--installation, maintenance, and repair workers",14,-,-,-,-,-
2,"Other installation, maintenance, and repair workers",211,7.2,83.2,4.9,2.8,22.5
0,"Production, transportation, and material moving occupations","19,770",24.2,72.4,17.7,5.5,26.8
1,Production occupations,"7,889",28.4,76.0,14.2,5.7,25.9
2,First-line supervisors of production and operating workers,749,20.2,79.5,12.5,4.6,19.9
2,"Aircraft structure, surfaces, rigging, and systems assemblers",3,-,-,-,-,-
2,"Electrical, electronics, and electromechanical assemblers",113,48.8,65.4,10.0,21.8,24.4
2,Engine and other machine assemblers,14,-,-,-,-,-
2,Structural metal fabricators and fitters,22,-,-,-,-,-
2,Other assemblers and fabricators,873,32.4,70.2,18.0,6.9,22.4
2,Bakers,277,62.5,80.0,9.5,6.4,36.7
2,"Butchers and other meat, poultry, and fish processing workers",255,22.1,66.2,21.4,6.3,27.8
2,"Food and tobacco roasting, baking, and drying machine operators and tenders",13,-,-,-,-,-
2,Food batchmakers,93,67.0,71.8,14.3,4.6,31.2
2,Food cooking machine operators and tenders,15,-,-,-,-,-
2,"Food processing workers, all other",119,33.3,67.0,22.0,4.2,34.2
2,Computer numerically controlled tool operators and programmers,77,7.8,69.5,14.9,6.5,11.4
2,"Forming machine setters, operators, and tenders, metal and plastic",16,-,-,-,-,-
2,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",53,10.8,70.9,12.4,3.9,40.4
2,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",37,-,-,-,-,-
2,"Other machine tool setters, operators, and tenders, metal and plastic",3,-,-,-,-,-
2,Machinists,309,5.8,83.0,9.0,5.4,13.0
2,"Metal furnace operators, tenders, pourers, and casters",20,-,-,-,-,-
2,"Model makers and patternmakers, metal and plastic",2,-,-,-,-,-
2,"Molders and molding machine setters, operators, and tenders, metal and plastic",34,-,-,-,-,-
2,Tool and die makers,29,-,-,-,-,-
2,"Welding, soldering, and brazing workers",573,5.8,84.2,8.0,3.0,29.8
2,Other metal workers and plastic workers,307,17.4,77.0,13.7,6.2,23.0
2,Prepress technicians and workers,10,-,-,-,-,-
2,Printing press operators,142,20.0,77.8,13.2,5.8,22.4
2,Print binding and finishing workers,5,-,-,-,-,-
2,Laundry and dry-cleaning workers,137,69.8,68.3,18.9,9.9,33.7
2,"Pressers, textile, garment, and related materials",20,-,-,-,-,-
2,Sewing machine operators,92,73.9,74.9,14.5,7.6,34.7
2,Shoe and leather workers,12,-,-,-,-,-
2,"Tailors, dressmakers, and sewers",60,72.8,82.1,11.2,5.8,20.4
2,"Textile machine setters, operators, and tenders",18,-,-,-,-,-
2,Upholsterers,20,-,-,-,-,-
2,"Other textile, apparel, and furnishings workers",14,-,-,-,-,-
2,Cabinetmakers and bench carpenters,42,-,-,-,-,-
2,Furniture finishers,20,-,-,-,-,-
2,"Sawing machine setters, operators, and tenders, wood",15,-,-,-,-,-
2,"Woodworking machine setters, operators, and tenders, except sawing",5,-,-,-,-,-
2,Other woodworkers,37,-,-,-,-,-
2,"Power plant operators, distributors, and dispatchers",45,-,-,-,-,-
2,Stationary engineers and boiler operators,108,4.1,75.5,19.3,2.4,21.5
2,Water and wastewater treatment plant and system operators,118,8.3,86.8,6.3,2.8,19.1
2,Miscellaneous plant and system operators,42,-,-,-,-,-
2,"Chemical processing machine setters, operators, and tenders",55,12.8,88.8,8.1,0.0,8.0
2,"Crushing, grinding, polishing, mixing, and blending workers",71,22.2,78.9,16.5,2.1,31.0
2,Cutting workers,40,-,-,-,-,-
2,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",17,-,-,-,-,-
2,"Furnace, kiln, oven, drier, and kettle operators and tenders",15,-,-,-,-,-
2,"Inspectors, testers, sorters, samplers, and weighers",737,35.8,74.0,13.9,8.6,22.4
2,Jewelers and precious stone and metal workers,42,-,-,-,-,-
2,Dental and ophthalmic laboratory technicians and medical appliance technicians,75,61.3,76.0,11.0,11.2,12.3
2,Packaging and filling machine operators and tenders,242,56.4,70.6,19.7,5.8,47.0
2,Painting workers,173,8.9,78.4,7.8,4.3,31.6
2,Photographic process workers and processing machine operators,24,-,-,-,-,-
2,Adhesive bonding machine operators and tenders,7,-,-,-,-,-
2,Etchers and engravers,6,-,-,-,-,-
2,"Molders, shapers, and casters, except metal and plastic",32,-,-,-,-,-
2,"Paper goods machine setters, operators, and tenders",14,-,-,-,-,-
2,Tire builders,14,-,-,-,-,-
2,Helpers--production workers,68,49.5,72.0,17.1,3.7,41.5
2,Other production equipment operators and tenders,4,-,-,-,-,-
2,Other production workers,"1,286",29.9,72.7,18.7,5.0,30.4
1,Transportation and material moving occupations,"11,881",21.5,70.1,20.0,5.3,27.4
2,Supervisors of transportation and material moving workers,302,27.8,74.0,12.4,8.5,22.9
2,Aircraft pilots and flight engineers,201,7.0,91.7,1.6,3.8,6.9
2,Air traffic controllers and airfield operations specialists,40,-,-,-,-,-
2,Flight attendants,129,74.1,64.6,16.5,15.2,17.3
2,"Ambulance drivers and attendants, except emergency medical technicians",17,-,-,-,-,-
2,"Bus drivers, school",210,51.8,69.1,27.1,0.7,17.5
2,"Bus drivers, transit and intercity",268,36.7,61.0,32.2,3.0,21.4
2,Driver/sales workers and truck drivers,"3,583",7.7,72.1,20.2,4.5,25.8
2,Shuttle drivers and chauffeurs,82,29.4,56.5,24.3,13.6,17.8
2,Taxi drivers,575,13.9,46.4,25.6,22.0,28.1
2,"Motor vehicle operators, all other",144,18.2,66.3,27.2,3.3,21.3
2,Locomotive engineers and operators,33,-,-,-,-,-
2,Railroad conductors and yardmasters,56,5.5,76.0,20.9,0.7,7.8
2,Other rail transportation workers,26,-,-,-,-,-
2,Sailors and marine oilers,19,-,-,-,-,-
2,Ship and boat captains and operators,46,-,-,-,-,-
2,Ship engineers,3,-,-,-,-,-
2,Parking attendants,76,20.7,59.0,29.3,11.0,18.7
2,Transportation service attendants,92,15.6,82.1,12.1,2.0,20.3
2,Transportation inspectors,44,-,-,-,-,-
2,Passenger attendants,37,-,-,-,-,-
2,Other transportation workers,47,-,-,-,-,-
2,Crane and tower operators,59,4.5,80.4,12.7,3.8,21.2
2,"Conveyor, dredge, and hoist and winch operators",34,-,-,-,-,-
2,Industrial truck and tractor operators,640,8.1,72.9,22.0,1.8,38.3
2,Cleaners of vehicles and equipment,396,20.7,73.6,17.2,2.1,41.2
2,"Laborers and freight, stock, and material movers, hand","2,203",24.6,70.4,19.7,4.0,30.1
2,Machine feeders and offbearers,26,-,-,-,-,-
2,"Packers and packagers, hand",582,53.5,68.5,20.2,6.2,46.3
2,Stockers and order fillers,"1,696",35.7,69.6,19.4,5.4,23.6
2,Pumping station operators,14,-,-,-,-,-
2,Refuse and recyclable material collectors,127,12.7,67.8,24.2,4.4,33.1
2,Other material moving workers,77,18.8,79.5,14.9,0.5,19.6
